,okved,cluster
1248,MIR6815,32
1249,OR5AQ1P,30
1250,MIR7852,15
1251,OR5B15P,101
1252,TRAV17,16
1253,OR52E1,242
1254,SLC35G4,29
1255,MIR3118-2,143
1256,MIR1184-2,269
1257,MIR548BB,72
1258,TRAJ57,1
1259,OR2L9P,250
1260,OR5P4P,110
1261,IGHV1-2,22
1262,MIR1285-2,107
1263,DEFB130B,249
1264,TRGJ2,126
1265,MIR3960,192
1266,CT47A10,78
1267,MIR507,178
1268,MIR6838,47
1269,MIR6724-1,157
1270,FAM90A24P,13
1271,H3C4,49
1272,H2BC21,122
1273,USP17L18,44
1274,MIR378G,236
1275,MIR6772,118
1276,MIR7854,282
1277,TRNAN-GUU,167
1278,MIR6768,33
1279,TRBJ1-6,81
1280,MIR3199-1,199
1281,TRAJ20,1
1282,MIR4283-2,214
1283,IGHV3OR15-7,19
1284,TRBV7-7,26
1285,TRBV3-1,16
1286,CDY2B,7
1287,MIR941-3,149
1288,MIR6762,257
1289,TRAV37,20
1290,TRAJ38,1
1291,IGKV1D-16,24
1292,OR51F4P,110
1293,OR10J2P,159
1294,MIR6795,80
1295,OR8L1P,30
1296,MIR6804,194
1297,IGLV5-39,106
1298,C8B,154
1299,RTL8A,76
1300,OR52K3P,298
1301,BPY2C,246
1302,IGHV3OR16-8,19
1303,NSUN5P2,296
1304,IGLV3-10,82
1305,MIR6755,112
1306,GAGE2B,104
1307,IGKV6-21,37
1308,SNORD50B,14
1309,MIR513A2,114
1310,MBD3L3,262
1311,MIR4315-2,158
1312,OR4D7P,101
1313,MIR6751,179
1314,H2AC6,151
1315,IGHV4-61,116
1316,OR4K2,29
1317,TRAV13-2,16
1318,TMEM176A,239
1319,SIGLEC9,58
1320,TRAJ9,1
1321,OR4R3P,125
1322,OR51A6P,110
1323,H4C12,197
1324,TRBJ2-7,113
1325,IGKV2D-30,24
1326,TRNAD-GUC,5
1327,MIR5697,224
1328,OR11N1P,4
1329,MIR6511A4,118
1330,OR5AP1P,30
1331,IGLV3-1,22
1332,MIR6862-2,17
1333,MIR3689D2,153
1334,MIR7976,69
1335,IGHV2-5,24
1336,OR2AO1P,186
1337,PLD1,42
1338,TRBV6-7,113
1339,MIR3190,241
1340,MIR3622B,93
1341,MIR4667,71
1342,RPS23,94
1343,MIR6827,190
1344,RNF133,50
1345,PCDHGB6,25
1346,OR7E23P,185
1347,MIR5693,164
1348,MIR550A1,212
1349,LOC107126288,139
1350,TEX44,133
1351,MIR7705,307
1352,OR7E43P,185
1353,MAGED4,189
1354,IGLC7,22
1355,TRBV6-3,113
1356,MIR1295B,15
1357,MIR1302-11,193
1358,OR6C72P,2
1359,C1QA,221
1360,MIR6127,47
1361,TAF11L14,278
1362,PCDHGB7,25
1363,MIR8083,224
1364,IGHV3-23,22
1365,IGKV5-2,24
1366,TRAJ27,1
1367,OR7E25P,77
1368,H3C8,49
1369,MIR6788,285
1370,MIR4259,15
1371,MIR4307,153
1372,ATP8B2,86
1373,IGHV4-59,22
1374,OR4K8P,288
1375,RN7SKP60,98
1376,OR2B3,29
1377,OR6C73P,66
1378,CNTNAP3C,136
1379,IGHV4-38-2,106
1380,MIR4458,79
1381,NSUN5P1,296
1382,MIR6803,194
1383,OR7G15P,77
1384,MIR6857,95
1385,PCDHB16,255
1386,IGLV3-32,317
1387,TRAV8-2,16
1388,TRAJ24,1
1389,IGHV4-30-2,19
1390,IGLV2-18,85
1391,MIR6869,171
1392,OR4C5,0
1393,IGKV2D-24,37
1394,LGALS9B,138
1395,TRAJ7,1
1396,MIR514A1,140
1397,TRDV1,16
1398,DAZ3,312
1399,PHRF1,174
1400,IGHV3-33,24
1401,TRNAA-AGC,5
1402,PRAMEF1,54
1403,MIR7515,206
1404,SPDYE2,244
1405,IGLC3,63
1406,OR10G5P,308
1407,H2AC16,254
1408,MIR550A2,277
1409,TRAV8-6,16
1410,MT-ND6,127
1411,MIR4448,32
1412,IGKV1D-43,37
1413,MIR5701-1,143
1414,MIR3179-4,33
1415,OR51R1P,132
1416,HSFX4,235
1417,IGKV2D-26,37
1418,MIR3121,180
1419,IGKV3D-7,37
1420,TRAV4,16
1421,MIR6872,223
1422,TRBJ2-6,113
1423,MIR4506,163
1424,OR7A8P,77
1425,MIR3130-2,245
1426,OR6C7P,2
1427,OR7E31P,185
1428,OR52B1P,46
1429,LRRC37A2,306
1430,USP17L24,44
1431,MIR6715B,146
1432,IGHV6-1,116
1433,MIR6888,91
1434,MIR4730,71
1435,OR8Q1P,150
1436,MIR3670-1,33
1437,GOLGA6B,280
1438,OR7E105P,46
1439,MIR8069-1,36
1440,FAM90A19,96
1441,MIR3158-2,82
1442,TRAJ54,1
1443,TRAJ44,1
1444,CCT7,293
1445,IGHV3-73,22
1446,MIR6724-4,157
1447,IGHV4-28,116
1448,LOC111589215,139
