okved,cluster
NDUFA2,Singleton
NDUFS5,Singleton
RNF169,Singleton
TIPIN,Singleton
MIS18A,Singleton
SEC61G,Singleton
SMCR8,Singleton
SSR4,Singleton
PDHB,Singleton
TMA7,Singleton
CSNK2B,Singleton
POMP,Singleton
ETFA,Singleton
EIF3L,Singleton
PLA2G15,Singleton
MFSD1,Singleton
CTPS1,Singleton
UQCR11,Singleton
NDUFC2,Singleton
UBE2B,Singleton
NUDT4,Singleton
CTBP1,Singleton
SDF2L1,Singleton
MVD,Singleton
CPEB4,Singleton
COPE,Singleton
CD302,Singleton
SC5D,Singleton
DPP7,Singleton
ARFGAP1,Singleton
SLC8A1,Singleton
CRELD2,Singleton
PKP2,Singleton
FMR1,Singleton
CSAD,Singleton
FKBP11,Singleton
HIP1,Singleton
CLK1,Singleton
POFUT2,Singleton
DHRS1,Singleton
GUSB,Singleton
MVK,Singleton
AP1B1,Singleton
ATXN3,Singleton
ZMIZ2,Singleton
CCS,Singleton
GALE,Singleton
PIK3C3,Singleton
ARF5,Singleton
FLCN,Singleton
KLF7,Singleton
CDK5RAP3,Singleton
TFAP4,Singleton
GCHFR,Singleton
MAX,Singleton
AGA,Singleton
KMT2D,Singleton
MAD1L1,Singleton
NUCB2,Singleton
SLC44A1,Singleton
ALDH1B1,Singleton
SERINC5,Singleton
PFKFB1,Singleton
EIF4E2,Singleton
TBL1X,Singleton
LAT,Singleton
GCNT2,Singleton
GRK5,Singleton
CABIN1,Singleton
RSU1,Singleton
FNDC3A,Singleton
PTPN12,Singleton
SGPL1,Singleton
UBA7,Singleton
GMPR,Singleton
CORO1B,Singleton
RTEL1,Singleton
MED12,Singleton
COMMD8,Singleton
PAPOLA,Singleton
TRANK1,Singleton
ARHGAP1,Singleton
CTDP1,Singleton
UAP1L1,Singleton
FAM83D,Singleton
BSCL2,Singleton
TSC22D4,Singleton
CHMP1B,Singleton
NUP214,Singleton
P2RX4,Singleton
PGP,Singleton
SIRT5,Singleton
RAB8B,Singleton
RNF34,Singleton
ARSA,Singleton
OSBPL7,Singleton
CLCN5,Singleton
RYBP,Singleton
CTNS,Singleton
VPS28,Singleton
IRF3,Singleton
TOX,Singleton
BRAP,Singleton
DDIT4L,Singleton
CCNH,Singleton
LY75,Singleton
NUP85,Singleton
KIFC3,Singleton
EPN1,Singleton
CHSY1,Singleton
TRADD,Singleton
GBP3,Singleton
ISOC1,Singleton
WWC1,Singleton
TCN2,Singleton
INTS3,Singleton
HTRA2,Singleton
BCAS3,Singleton
DCAF7,Singleton
GALNT6,Singleton
CHKB,Singleton
MED15,Singleton
MLLT3,Singleton
XRCC3,Singleton
TRAPPC3,Singleton
USP6NL,Singleton
PPP1R15B,Singleton
ARL4D,Singleton
PIGQ,Singleton
GMDS,Singleton
CGN,Singleton
RAB4A,Singleton
RECQL5,Singleton
EZH1,Singleton
TRIOBP,Singleton
WTAP,Singleton
ORAI3,Singleton
RAE1,Singleton
KPNA1,Singleton
SETD1B,Singleton
SPCS3,Singleton
GFER,Singleton
MXD3,Singleton
CBR1,Singleton
LPAR6,Singleton
DFFB,Singleton
MAML1,Singleton
RIN1,Singleton
LMF2,Singleton
ACOX3,Singleton
THBS3,Singleton
STARD4,Singleton
PGPEP1,Singleton
RXRB,Singleton
ATP13A1,Singleton
POLR1D,Singleton
GGA1,Singleton
LOXL3,Singleton
BAG2,Singleton
CSNK2A2,Singleton
RTP4,Singleton
EIF5A2,Singleton
SMPDL3B,Singleton
HCCS,Singleton
SLC31A1,Singleton
SCHIP1,Singleton
RAD9A,Singleton
BLMH,Singleton
PHF19,Singleton
SLC27A4,Singleton
GTF3C5,Singleton
WWP2,Singleton
DEPDC1B,Singleton
SFI1,Singleton
XPNPEP1,Singleton
POLB,Singleton
NPRL2,Singleton
RBM6,Singleton
CPNE1,Singleton
SCAND1,Singleton
PIGC,Singleton
TAF10,Singleton
GLTP,Singleton
ANKRD27,Singleton
FBXL6,Singleton
SIRT6,Singleton
SLC29A3,Singleton
SIDT2,Singleton
AP5Z1,Singleton
SCN9A,Singleton
ZNF652,Singleton
PLEKHM1,Singleton
PRR5,Singleton
CORIN,Singleton
JPH1,Singleton
ZDHHC6,Singleton
ABHD3,Singleton
DTX3,Singleton
ELOVL7,Singleton
PITPNM2,Singleton
STX4,Singleton
EPPK1,Singleton
SUFU,Singleton
FAM117A,Singleton
RNF43,Singleton
SPC24,Singleton
AVEN,Singleton
NT5DC3,Singleton
CTDNEP1,Singleton
PGM2,Singleton
SLC35C1,Singleton
EMD,Singleton
ARFIP1,Singleton
TPRA1,Singleton
GAS2L1,Singleton
LCLAT1,Singleton
TBC1D15,Singleton
SH3GL1,Singleton
TCTA,Singleton
PORCN,Singleton
TTLL12,Singleton
DLX4,Singleton
PHKG2,Singleton
FAR2,Singleton
B3GNTL1,Singleton
BTN3A3,Singleton
ENTPD7,Singleton
DUSP26,Singleton
GNB1L,Singleton
AMBRA1,Singleton
ZBTB40,Singleton
ORAI2,Singleton
FAM13B,Singleton
PNKP,Singleton
TBX15,Singleton
CHST12,Singleton
PLA2G4C,Singleton
YIPF4,Singleton
SCAMP2,Singleton
PCBP3,Singleton
PPP2R3C,Singleton
SPPL2A,Singleton
CENPK,Singleton
ODF2,Singleton
APPL2,Singleton
CXXC1,Singleton
KIAA0753,Singleton
VPS4B,Singleton
EGLN2,Singleton
SMPD2,Singleton
DHX30,Singleton
XYLT2,Singleton
FAM50A,Singleton
ABCF3,Singleton
PIGV,Singleton
LPAR3,Singleton
METTL4,Singleton
RAPSN,Singleton
ABLIM2,Singleton
SEMA6C,Singleton
THOC1,Singleton
LLGL2,Singleton
TBC1D13,Singleton
ANKZF1,Singleton
NFKBIL1,Singleton
TMEM11,Singleton
CRCP,Singleton
WNT16,Singleton
AKR7A2,Singleton
DOK1,Singleton
GRAMD1C,Singleton
SPATA2L,Singleton
SIRT7,Singleton
PHKG1,Singleton
CLK2,Singleton
MUS81,Singleton
LAS1L,Singleton
AMMECR1,Singleton
CHRNA1,Singleton
AP1G2,Singleton
NUDT1,Singleton
MFSD10,Singleton
ARMCX6,Singleton
CENPW,Singleton
MAN2B2,Singleton
TMED3,Singleton
DGCR2,Singleton
RBM4B,Singleton
SAMD4B,Singleton
UBOX5,Singleton
CLTCL1,Singleton
GPBP1,Singleton
BATF2,Singleton
CHMP4A,Singleton
IST1,Singleton
REC8,Singleton
PEF1,Singleton
CHMP1A,Singleton
ICAM5,Singleton
BCORL1,Singleton
RANBP3,Singleton
TOP3B,Singleton
POC1A,Singleton
CNIH3,Singleton
TOR1B,Singleton
AP1M1,Singleton
TRIM62,Singleton
SUGP2,Singleton
SENP5,Singleton
SLC39A11,Singleton
TTC39B,Singleton
LRRC14,Singleton
RAB40C,Singleton
FSCN2,Singleton
DNASE1L2,Singleton
HPS4,Singleton
THADA,Singleton
VILL,Singleton
ATF6B,Singleton
ZNF331,Singleton
RNF157,Singleton
RAB43,Singleton
CYTH2,Singleton
CTBS,Singleton
RAB4B,Singleton
RP2,Singleton
ZDHHC13,Singleton
TMEM161A,Singleton
LMO1,Singleton
FCHO1,Singleton
VPS16,Singleton
BRK1,Singleton
DOLPP1,Singleton
ZBTB22,Singleton
ZNF276,Singleton
DDX49,Singleton
SCAMP4,Singleton
FBXW2,Singleton
UNKL,Singleton
FPGT,Singleton
FKBPL,Singleton
ZNF668,Singleton
TMEM39A,Singleton
SLC35E2B,Singleton
RTKN2,Singleton
GUCY2D,Singleton
NAA40,Singleton
ASB5,Singleton
GIGYF1,Singleton
AKAP17A,Singleton
RNF25,Singleton
GRIN3A,Singleton
DNASE1,Singleton
ZNF518A,Singleton
CHRNA10,Singleton
FAM32A,Singleton
PLEKHM3,Singleton
WDR73,Singleton
MATN1,Singleton
RAB36,Singleton
ORMDL2,Singleton
CNIH2,Singleton
SLC35D2,Singleton
TBCC,Singleton
UNC119B,Singleton
OMG,Singleton
CCDC125,Singleton
DALRD3,Singleton
TMEM107,Singleton
NADSYN1,Singleton
IQCC,Singleton
SLC35C2,Singleton
HCAR1,Singleton
TMEM229B,Singleton
TCHP,Singleton
CCDC115,Singleton
KLHL14,Singleton
UBE2J2,Singleton
PCGF3,Singleton
GSDMB,Singleton
SNX22,Singleton
ABHD15,Singleton
ACCS,Singleton
CUZD1,Singleton
ZNF574,Singleton
LMOD3,Singleton
GUCD1,Singleton
RHPN1,Singleton
ZNF692,Singleton
INO80E,Singleton
DDX43,Singleton
HTRA4,Singleton
DRAXIN,Singleton
TMEM116,Singleton
ZFYVE27,Singleton
TRIM11,Singleton
EMC10,Singleton
SYS1,Singleton
DNAJC17,Singleton
LRRC45,Singleton
TSEN54,Singleton
EMC3,Singleton
NMRAL1,Singleton
TMEM175,Singleton
IFT52,Singleton
RAB29,Singleton
NAA60,Singleton
MUSTN1,Singleton
SLFN11,Singleton
ZBTB45,Singleton
TMEM216,Singleton
CYB561D1,Singleton
CCL28,Singleton
LRRC37A3,Singleton
OTUD5,Singleton
FBXW9,Singleton
ANKRD13D,Singleton
EME2,Singleton
DCP1B,Singleton
NCKAP5L,Singleton
NUDT16L1,Singleton
ZNF44,Singleton
TMEM91,Singleton
NAGS,Singleton
MYL5,Singleton
STX10,Singleton
MYBPH,Singleton
ASPHD2,Singleton
SH3D21,Singleton
TUBA3D,Singleton
TMEM234,Singleton
ZNF764,Singleton
GHDC,Singleton
FCHSD1,Singleton
SLC36A2,Singleton
KIAA0408,Singleton
DNAJC14,Singleton
GADL1,Singleton
FUOM,Singleton
ZBTB49,Singleton
SWT1,Singleton
TTC31,Singleton
IGFN1,Singleton
ZNF786,Singleton
VWDE,Singleton
GLI4,Singleton
UPK3A,Singleton
CCDC159,Singleton
NBPF9,Singleton
ZNF808,Singleton
MYH13,Singleton
ZNF439,Singleton
NBPF11,Singleton
ZNF182,Singleton
AKR1B15,Singleton
FAM120AOS,Singleton
SRGAP2C,Singleton
SRGAP2B,Singleton
IDI2,Singleton
MMP2,Singleton
ANXA1,Singleton
LGALS1,Singleton
LGALS3,Singleton
ANXA2,Singleton
LOX,Singleton
COL5A1,Singleton
GSN,Singleton
COL18A1,Singleton
FBN1,Singleton
PDGFRB,Singleton
DDR2,Singleton
PCK1,Singleton
LGALS3BP,Singleton
COL6A1,Singleton
PXDN,Singleton
KLF9,Singleton
TGFBI,Singleton
IFITM1,Singleton
TCF4,Singleton
HTRA1,Singleton
JAG1,Singleton
GBE1,Singleton
H6PD,Singleton
GNS,Singleton
FSTL1,Singleton
CTSA,Singleton
DLC1,Singleton
ECE1,Singleton
ISG15,Singleton
TIMP1,Singleton
GPC1,Singleton
CD9,Singleton
PNRC1,Singleton
KRT18,Singleton
LAMB1,Singleton
APLP2,Singleton
IFIT1,Singleton
HEXB,Singleton
ALDH1A1,Singleton
CAST,Singleton
VCL,Singleton
COL5A2,Singleton
COTL1,Singleton
COL6A3,Singleton
NAGLU,Singleton
GAS6,Singleton
CRIM1,Singleton
MAOB,Singleton
SORBS1,Singleton
ATP2B4,Singleton
NRIP1,Singleton
TCF7L2,Singleton
EXT1,Singleton
LOXL2,Singleton
DCLK1,Singleton
KRT8,Singleton
IFRD1,Singleton
TRIM2,Singleton
PNPLA2,Singleton
FOXO1,Singleton
KRT19,Singleton
LRIG1,Singleton
SMAD7,Singleton
GATM,Singleton
MAP1B,Singleton
COL6A2,Singleton
SH3PXD2A,Singleton
TEAD1,Singleton
IFI27,Singleton
SLCO2B1,Singleton
SOCS2,Singleton
TTYH3,Singleton
FNDC3B,Singleton
FBP1,Singleton
SLC40A1,Singleton
SLC20A1,Singleton
C4B,Singleton
AZGP1,Singleton
WFDC2,Singleton
EPHA4,Singleton
FKBP10,Singleton
BMP1,Singleton
APOB,Singleton
NID1,Singleton
PTPRK,Singleton
IFI6,Singleton
APOA2,Singleton
MRC2,Singleton
RBP4,Singleton
PLEC,Singleton
EHD4,Singleton
OSMR,Singleton
STAT2,Singleton
IFITM2,Singleton
YAP1,Singleton
HIPK2,Singleton
RORA,Singleton
CEACAM1,Singleton
RERE,Singleton
TUBB2B,Singleton
PAK1,Singleton
IER5,Singleton
ARHGEF17,Singleton
LTBP2,Singleton
CD151,Singleton
MECP2,Singleton
ADAM10,Singleton
ZMIZ1,Singleton
ABCC2,Singleton
MAP3K1,Singleton
UBE2L6,Singleton
SLC7A7,Singleton
MLXIPL,Singleton
SORT1,Singleton
ABCG2,Singleton
LTBP1,Singleton
CES1,Singleton
MCAM,Singleton
GPM6B,Singleton
DLK1,Singleton
NRCAM,Singleton
FGF1,Singleton
IGFBP6,Singleton
GADD45G,Singleton
RGS4,Singleton
TBL1XR1,Singleton
EFEMP2,Singleton
ARPC1B,Singleton
ADAMTS2,Singleton
EGLN3,Singleton
PINK1,Singleton
THBS2,Singleton
ELN,Singleton
RRAS,Singleton
SLC39A8,Singleton
ADH1B,Singleton
TSPAN8,Singleton
PCSK6,Singleton
ST6GAL1,Singleton
ARRB1,Singleton
BCL11A,Singleton
NFAT5,Singleton
TGFA,Singleton
YPEL5,Singleton
NFIA,Singleton
TRAF3,Singleton
CNTN1,Singleton
CACNA1C,Singleton
PRDM1,Singleton
CDC42EP1,Singleton
TOB1,Singleton
SMG1,Singleton
RASGRP1,Singleton
IFI35,Singleton
LAMA2,Singleton
VHL,Singleton
SH3PXD2B,Singleton
FGF9,Singleton
HOOK2,Singleton
EPB41L3,Singleton
IFI16,Singleton
UGCG,Singleton
PBXIP1,Singleton
S100P,Singleton
ZFHX3,Singleton
FBN2,Singleton
GNAQ,Singleton
FBLN5,Singleton
STEAP3,Singleton
FAM20C,Singleton
RNF213,Singleton
SIX1,Singleton
MYO1E,Singleton
FBLN2,Singleton
PYCARD,Singleton
EMP3,Singleton
ULK1,Singleton
RRAGD,Singleton
CASP9,Singleton
ATP7A,Singleton
TRIM22,Singleton
RGS10,Singleton
JARID2,Singleton
AKR1B10,Singleton
TIAM1,Singleton
ACVRL1,Singleton
SLC43A3,Singleton
DTX3L,Singleton
BCL11B,Singleton
FXYD3,Singleton
HBP1,Singleton
KMT2A,Singleton
S1PR1,Singleton
FNBP1,Singleton
OAS3,Singleton
S100B,Singleton
NFATC1,Singleton
PFKL,Singleton
VAV2,Singleton
ALDH1L1,Singleton
IFI44,Singleton
ARF6,Singleton
PTK7,Singleton
GAB2,Singleton
BMI1,Singleton
FXYD5,Singleton
ANTXR1,Singleton
AGPAT2,Singleton
LMO2,Singleton
ELMO1,Singleton
RCN1,Singleton
PTGIS,Singleton
GLIPR1,Singleton
FRY,Singleton
CAMK4,Singleton
ITIH2,Singleton
SP100,Singleton
ALDH1A2,Singleton
RBMS1,Singleton
FZD2,Singleton
PIK3IP1,Singleton
LRRFIP1,Singleton
PLK3,Singleton
CHL1,Singleton
MID1,Singleton
TEK,Singleton
SACS,Singleton
TM7SF2,Singleton
CPM,Singleton
BACH2,Singleton
GFRA1,Singleton
CD200,Singleton
FLRT2,Singleton
ZMAT3,Singleton
MMD,Singleton
DAGLA,Singleton
CISH,Singleton
SH2B3,Singleton
SRPX,Singleton
SLC30A1,Singleton
EIF2AK2,Singleton
NUAK1,Singleton
MERTK,Singleton
ALDH5A1,Singleton
ALDH3A1,Singleton
AGO2,Singleton
PELI1,Singleton
SPON2,Singleton
ETV6,Singleton
HDAC5,Singleton
SIRT2,Singleton
IGF2BP2,Singleton
RFTN1,Singleton
KSR1,Singleton
SPEN,Singleton
LIMK1,Singleton
EPSTI1,Singleton
ITPKB,Singleton
P2RX7,Singleton
DPYSL4,Singleton
SPINT2,Singleton
COL14A1,Singleton
BBC3,Singleton
DDX60,Singleton
EPHB4,Singleton
TPD52,Singleton
SERPINB9,Singleton
FADD,Singleton
LIMS1,Singleton
SPRED2,Singleton
SEL1L3,Singleton
SLIT3,Singleton
EDEM1,Singleton
LBP,Singleton
CAMK2G,Singleton
CYP4B1,Singleton
DOCK1,Singleton
TNFSF13,Singleton
DACH1,Singleton
FXYD6,Singleton
PITPNM1,Singleton
SEMA5A,Singleton
SLC12A6,Singleton
VAMP8,Singleton
MAN1A1,Singleton
SNX10,Singleton
RGCC,Singleton
PKIA,Singleton
PDE2A,Singleton
GABRP,Singleton
BMP6,Singleton
AEBP1,Singleton
CBX4,Singleton
STEAP1,Singleton
ADPRH,Singleton
S100A2,Singleton
GRB7,Singleton
LY96,Singleton
RIPK2,Singleton
TPBG,Singleton
XAF1,Singleton
RBCK1,Singleton
SMOX,Singleton
RCN3,Singleton
PITPNC1,Singleton
PI3,Singleton
PDE3B,Singleton
HHAT,Singleton
CSGALNACT1,Singleton
TRPM2,Singleton
SPOCK2,Singleton
UBD,Singleton
EHD3,Singleton
PIPOX,Singleton
ARAP2,Singleton
SEC24D,Singleton
GPR137B,Singleton
COL15A1,Singleton
MT1F,Singleton
PIP4K2A,Singleton
RAP1A,Singleton
MAP3K14,Singleton
PSRC1,Singleton
DOCK10,Singleton
ATP13A2,Singleton
RASSF1,Singleton
CHD6,Singleton
SAMD9,Singleton
DSE,Singleton
SIGLEC8,Singleton
OLFM4,Singleton
SAMD9L,Singleton
IDO1,Singleton
FKBP14,Singleton
AIP,Singleton
AHSG,Singleton
PI4K2B,Singleton
AGPAT1,Singleton
LRRK1,Singleton
KDELR3,Singleton
MAPKAPK3,Singleton
TBC1D2,Singleton
CD99,Singleton
HOXC6,Singleton
HECA,Singleton
CHST2,Singleton
LDLRAP1,Singleton
HMG20B,Singleton
PDGFD,Singleton
PCOLCE2,Singleton
PTPN2,Singleton
PLPP3,Singleton
IL1RL1,Singleton
RHBDF1,Singleton
GGT1,Singleton
IL32,Singleton
RENBP,Singleton
NOD1,Singleton
FMOD,Singleton
KCNC3,Singleton
DGKB,Singleton
MXRA5,Singleton
RAB13,Singleton
MAPK7,Singleton
P2RY6,Singleton
XPNPEP2,Singleton
STEAP4,Singleton
CHRM3,Singleton
COL9A2,Singleton
CCL22,Singleton
LAMP3,Singleton
CERS4,Singleton
COMP,Singleton
APOL3,Singleton
CLEC2B,Singleton
TNFRSF25,Singleton
MSLN,Singleton
AICDA,Singleton
PRL,Singleton
AATK,Singleton
FKBP1B,Singleton
BLVRA,Singleton
TRPV1,Singleton
GLP1R,Singleton
ITGAE,Singleton
ADAM28,Singleton
INPP5K,Singleton
ADGRA2,Singleton
SLC6A3,Singleton
SAA1,Singleton
KRT4,Singleton
SPRR1A,Singleton
CALCA,Singleton
FGFBP1,Singleton
CCL17,Singleton
TDGF1,Singleton
SFTPB,Singleton
TNS2,Singleton
FOXN1,Singleton
CPA3,Singleton
ADGRL1,Singleton
COLEC11,Singleton
SPRR1B,Singleton
PRR7,Singleton
ROS1,Singleton
ADH7,Singleton
SERPINB3,Singleton
SERPINB13,Singleton
KLK13,Singleton
SLC6A14,Singleton
SCGB1A1,Singleton
ADGRL2,Singleton
GH1,Singleton
EGFL6,Singleton
PADI1,Singleton
MSMB,Singleton
PRSS22,Singleton
TMPRSS3,Singleton
TRIL,Singleton
SMIM3,Singleton
ADGRG6,Singleton
SPRR3,Singleton
CERS1,Singleton
ADGRF5,Singleton
P3H2,Singleton
ADGRL4,Singleton
C1QTNF5,Singleton
P3H3,Singleton
B4GAT1,Singleton
P3H1,Singleton
CXCL17,Singleton
SFTA2,Singleton
ETFB,Singleton
ESD,Singleton
SLC25A10,Singleton
PMVK,Singleton
NAPA,Singleton
MRPS5,Singleton
HMGN3,Singleton
STARD10,Singleton
IDH3G,Singleton
AUH,Singleton
CCNI,Singleton
PCYT2,Singleton
MRPL16,Singleton
DHTKD1,Singleton
PTP4A2,Singleton
HCFC1R1,Singleton
LIMK2,Singleton
TIMM17A,Singleton
NIT2,Singleton
STK17B,Singleton
KLC1,Singleton
EMB,Singleton
CEP170,Singleton
PXMP4,Singleton
ABLIM3,Singleton
SEMA4G,Singleton
SMARCC2,Singleton
HSD17B10,Singleton
CELSR2,Singleton
CES2,Singleton
CLASP1,Singleton
HS3ST3B1,Singleton
SLC19A1,Singleton
ANKRD11,Singleton
FXYD2,Singleton
BPGM,Singleton
POLR2F,Singleton
UBA2,Singleton
HSD3B7,Singleton
REEP1,Singleton
DBT,Singleton
GPCPD1,Singleton
SKAP2,Singleton
DUSP14,Singleton
ETV4,Singleton
HNRNPUL2,Singleton
MLLT1,Singleton
OAF,Singleton
MTTP,Singleton
FAM162A,Singleton
MCEE,Singleton
MRPS2,Singleton
TXNDC5,Singleton
MUSK,Singleton
NAB2,Singleton
SEMA4A,Singleton
GATAD2B,Singleton
MYO7A,Singleton
PPM1F,Singleton
RCL1,Singleton
VANGL2,Singleton
FJX1,Singleton
MICAL1,Singleton
UCHL5,Singleton
MRPS30,Singleton
PDE12,Singleton
COPS2,Singleton
DROSHA,Singleton
AJUBA,Singleton
MRPS16,Singleton
ICA1,Singleton
PFKFB2,Singleton
SPTLC2,Singleton
DLX5,Singleton
SLC2A5,Singleton
OSBPL3,Singleton
MRPL24,Singleton
DARS2,Singleton
OPA3,Singleton
IRAK4,Singleton
GGCT,Singleton
VAMP3,Singleton
UBE2D1,Singleton
PURB,Singleton
OCRL,Singleton
MIDN,Singleton
FZD6,Singleton
ST13,Singleton
TOMM7,Singleton
LARS2,Singleton
CDK18,Singleton
ISCU,Singleton
INPP5A,Singleton
ZFX,Singleton
SLC46A3,Singleton
TSPAN33,Singleton
CALB2,Singleton
DCTPP1,Singleton
CEBPG,Singleton
TRIP6,Singleton
CYP7B1,Singleton
SH3GLB1,Singleton
TAF13,Singleton
AP2A2,Singleton
HLA-F,Singleton
IRF2BPL,Singleton
REPIN1,Singleton
TPPP3,Singleton
RHOU,Singleton
GTPBP1,Singleton
UBE2E1,Singleton
CPT1B,Singleton
ARL8B,Singleton
CHRNA7,Singleton
TNRC6A,Singleton
POLR2K,Singleton
RAB3D,Singleton
NUDT3,Singleton
TNFRSF8,Singleton
DRD4,Singleton
TECR,Singleton
NIP7,Singleton
PPDPF,Singleton
STOML2,Singleton
TCEAL8,Singleton
DSTYK,Singleton
LIMD1,Singleton
RRP15,Singleton
ANKRD26,Singleton
STK3,Singleton
HTR1B,Singleton
GSE1,Singleton
GALK1,Singleton
NDUFAF4,Singleton
SNRK,Singleton
MRPS18C,Singleton
WDR82,Singleton
MRPL43,Singleton
MSI1,Singleton
MRPL37,Singleton
MRPL27,Singleton
DPM1,Singleton
SIAH2,Singleton
PTGER2,Singleton
INTU,Singleton
RAB21,Singleton
FDX1,Singleton
LRRC58,Singleton
MGST2,Singleton
CNTFR,Singleton
USP33,Singleton
NEK9,Singleton
CSTF2T,Singleton
ECHDC1,Singleton
LYPLAL1,Singleton
HOMER3,Singleton
L2HGDH,Singleton
SWAP70,Singleton
GSTCD,Singleton
SYNGR2,Singleton
PDCD5,Singleton
RAB14,Singleton
EIF1B,Singleton
MPL,Singleton
MPI,Singleton
RALGAPA1,Singleton
DPH2,Singleton
SNRPC,Singleton
BYSL,Singleton
VPS4A,Singleton
COLQ,Singleton
PLXNB3,Singleton
IBTK,Singleton
WNT2,Singleton
EXOC2,Singleton
IMP3,Singleton
FOXN2,Singleton
AGPS,Singleton
SUV39H2,Singleton
UBR2,Singleton
POMT2,Singleton
MTRF1L,Singleton
POP1,Singleton
GP6,Singleton
ORC4,Singleton
DPAGT1,Singleton
TFG,Singleton
DUSP16,Singleton
EXOC5,Singleton
VEZF1,Singleton
RPGR,Singleton
STAM,Singleton
HAUS6,Singleton
TNFSF15,Singleton
MTRR,Singleton
GCDH,Singleton
UBE2O,Singleton
STT3B,Singleton
RIT1,Singleton
PFDN4,Singleton
OGDHL,Singleton
ACSS1,Singleton
NT5C2,Singleton
DIS3,Singleton
CPVL,Singleton
GPR68,Singleton
EXOSC8,Singleton
APIP,Singleton
PHF20L1,Singleton
TAF7L,Singleton
PCGF5,Singleton
MICA,Singleton
APPL1,Singleton
RARS2,Singleton
TDP2,Singleton
GIGYF2,Singleton
HS3ST3A1,Singleton
ANAPC13,Singleton
CRIPT,Singleton
PRPF31,Singleton
SUOX,Singleton
TMEM209,Singleton
GOLPH3L,Singleton
ANKH,Singleton
BPHL,Singleton
EIF2AK1,Singleton
FAM184A,Singleton
DFFA,Singleton
DCTN4,Singleton
PSPC1,Singleton
UTY,Singleton
RALGAPB,Singleton
PDSS1,Singleton
BNC1,Singleton
SLC9A7,Singleton
PTGES2,Singleton
STRBP,Singleton
SLC35E3,Singleton
ALS2,Singleton
RHPN2,Singleton
SEC24B,Singleton
N4BP2,Singleton
PPP6R3,Singleton
FIGNL1,Singleton
TMEM33,Singleton
PARN,Singleton
PRSS12,Singleton
CTC1,Singleton
KRT81,Singleton
AACS,Singleton
SRPRB,Singleton
SH3TC1,Singleton
AIDA,Singleton
SESTD1,Singleton
C1QTNF3,Singleton
WDR48,Singleton
GSTM4,Singleton
PBLD,Singleton
NFATC2IP,Singleton
AKIRIN1,Singleton
ALPK2,Singleton
MPHOSPH6,Singleton
PHF14,Singleton
VPS26A,Singleton
NUP43,Singleton
PRMT3,Singleton
GYG1,Singleton
TXLNG,Singleton
ATMIN,Singleton
LCMT1,Singleton
PTRH2,Singleton
DIAPH2,Singleton
TXNDC9,Singleton
INTS7,Singleton
COX11,Singleton
CA9,Singleton
JADE1,Singleton
ZFAND6,Singleton
SNX29,Singleton
TNFRSF10D,Singleton
SPDL1,Singleton
UBE2D2,Singleton
RCHY1,Singleton
NAA38,Singleton
SEC11C,Singleton
MRPS11,Singleton
RRP7A,Singleton
SGSH,Singleton
RNF168,Singleton
ZFYVE16,Singleton
MRPS15,Singleton
LEO1,Singleton
OSGIN2,Singleton
RC3H2,Singleton
BAIAP2L2,Singleton
MAEA,Singleton
GTF3C6,Singleton
PMPCB,Singleton
COA5,Singleton
PPA2,Singleton
ZDHHC17,Singleton
PDSS2,Singleton
CDYL,Singleton
SPCS2,Singleton
OVGP1,Singleton
APTX,Singleton
UTP3,Singleton
PWP2,Singleton
SCYL2,Singleton
TMEM205,Singleton
RABEPK,Singleton
ACOXL,Singleton
YBX2,Singleton
RNF146,Singleton
DNAAF2,Singleton
URM1,Singleton
NRBF2,Singleton
ENGASE,Singleton
MTHFS,Singleton
PRMT6,Singleton
ERCC8,Singleton
ANAPC11,Singleton
ITGB1BP2,Singleton
BCL2L14,Singleton
NSUN4,Singleton
UXS1,Singleton
FBXO38,Singleton
HMG20A,Singleton
OTUD6B,Singleton
EPC2,Singleton
MRPL46,Singleton
MRPL35,Singleton
CIAO1,Singleton
PHF5A,Singleton
FAM118A,Singleton
TUBD1,Singleton
NAA25,Singleton
DEXI,Singleton
ZNF367,Singleton
ABCB7,Singleton
COLGALT1,Singleton
NUDT19,Singleton
SLC15A4,Singleton
COQ5,Singleton
MRPL40,Singleton
TFB1M,Singleton
TMX2,Singleton
AP1AR,Singleton
ZNF274,Singleton
CALCOCO2,Singleton
TRAPPC4,Singleton
STRADB,Singleton
TTC4,Singleton
FCF1,Singleton
BGLAP,Singleton
FBXL3,Singleton
TRAPPC2L,Singleton
PPP1R8,Singleton
MCAT,Singleton
DOK7,Singleton
DUSP12,Singleton
TMEM167A,Singleton
ZCCHC3,Singleton
CCDC141,Singleton
SAP30L,Singleton
IKBIP,Singleton
TARS2,Singleton
OSBPL2,Singleton
NEMF,Singleton
ASCC1,Singleton
IMPG2,Singleton
EIF3CL,Singleton
EIF2D,Singleton
USP4,Singleton
DNAJC19,Singleton
SPSB3,Singleton
HAUS4,Singleton
TMEM230,Singleton
RBFA,Singleton
RABL3,Singleton
CRLS1,Singleton
SMG8,Singleton
CYP21A2,Singleton
CAPN11,Singleton
DERL3,Singleton
THG1L,Singleton
MRPS26,Singleton
AANAT,Singleton
HSCB,Singleton
MADCAM1,Singleton
MRPS22,Singleton
COX18,Singleton
CCDC71L,Singleton
ACSM1,Singleton
CMC1,Singleton
CHST14,Singleton
